user_id,start_point_id,start_point_latitude,start_point_longitude,potential_group_members,group_id,group_size,distance
002a0c95,9433f41a-b3c9-4328-b7b3-89aa6b9b9be6,52.3406617492826,13.00456293370654,"0dbe80ef,17500266,3704671d,3ce6b96e,4ae21ae0,65ff3645,8009f0ce,a83f7e10,b4e5414f,d60eee18,e8a500ab,ea77d6b0,eed7a798",b59a6b76-847b-4566-ae74-1e9de1f69b96,14,1.5865267775410234
002cc0e1,3fdb024a-03a3-4d3c-8fa6-2d25b577ec2e,52.397142688478304,13.08538327775948,"0e5a5642,20b5798f,3285a2c0,4311b423,6d9c0b69,9e25c72c,9ea95fed,a9011f68,bb700561",a1217457-bb34-48a7-84f5-e6ca10707a88,10,0.0
00306b86,7b214a2c-c2c3-4d2b-ae79-a4108eb13124,52.636602384678056,13.335301326321034,"0a90fc1d,3eb30679,f08bedb2,f48db276,f60f2415",0e335949-6611-4dda-ab18-b5ae2dedeef1,6,0.7863688499387851
0039f677,3c31961e-3fac-4380-a895-8e3c1609a757,52.61679717055197,13.550226300007132,"1e49f95f,46bd24b1,6b21187a,d1b3250d,e7103c85",a061e4fe-1455-4c16-92a3-2df3e38b660f,6,0.7983596418868135
003cf9b5,1dbf1ba6-7e3e-4dd5-892d-a455c14a616c,52.387261271272806,13.527160810813392,"03357944,1c12432c,3886d739,3a46db3d,48520529,52751038,592f7e4a,67e3d19c,6af50766,6c231aaa,742dfc61,85e14179,96ce70a6,9d55ecbb,a54d8dc1,b6d18465,d21ccee6,d5c15db1,db4c24c8,fd21b88f",b307b3df-9bb6-447f-9380-99661bdb8d14,21,0.899782506710805
0040c551,671b1e52-0887-4cd3-8c1e-94681ec6aff7,52.512122321924174,13.426127298133704,"0d6ec9ee,4a158c98,4d0b8b67,4fae0255,74334c92,b175456f,ebd745ef",4e1f1cdf-fcfa-4af4-bb9a-217ec4e4a8aa,8,0.26511874536150026
004c2d35,4ef432e4-f8fa-44ea-8301-15c5e35556d7,52.28433571321788,13.011345972865092,"a5fb68df,ab99c4db,abf309bb,b18098b5",49709378-953b-41f5-8dc2-d5646782363c,5,1.255083750803768
0056f1b4,af185506-2819-496c-9c24-bfc8bb817022,52.657313967336194,13.152462250719374,"0de1c4c9,2367e925,3bbd3ac0,40cc739d,454131d2,6a31abdc,83b2e10e,844fb3b8,9b8194b0,de41d657,e42438e8",93ae5969-630f-4440-9f58-f81c60f0b86f,12,1.5741789922075715
006112de,3ed60464-dff4-4ba1-b402-b5b6b9a157ff,52.55559198966829,13.423446709312456,"0001699f,37fd9dac,3f332270,6a338a04,7d3d1a2a,9cd0a1c5,aa21afd3,c1ec74fa,f26629f2",71724996-3b43-4b34-8a25-21ba99a823a9,10,0.07825370471572564
00644e54,e39e4d31-005b-442b-9e5f-9bdb7028d40c,52.59988463398776,13.390803486800593,"32c7efd5,399718da,41d50865,8b8c483a,9235b112,9564ddb7,c0e30499,e57c2e0b",21703e95-a8c0-4300-b6fa-1a23c97ce9bc,9,0.8647467317205094
006d1add,8e8c7b1c-89ac-4c27-a27a-2ccd9d2cb7e6,52.45272939979361,13.223163636992162,"4cbf2c6a,66b9b1a2,80cc47ae,97fe77f2,ba546622,d13ead5a,e6c18703",c4d636d2-e23c-42ce-832a-00948d74345f,8,0.7093955635521596
006dadee,b9b10ab1-af88-4434-9a6f-14c9dcde20e5,52.45240988468777,13.420505589775358,"072130ee,22043fc8,24d44a65,4e4545cc,89513907,89bf44be,8de92070,9fe30b17,a1eacb50,a897bb83,c319cfe1,ff735c27",80dcd83e-80b8-4052-ad93-34342d1b8837,13,0.0
0074eb4b,7e9caf46-f44f-419c-a6b4-08cb5bdd5416,52.44963796690162,13.323913079716302,"055d5304,2e2e40bc,3910eca9,55016d41,9d90e937,e20fb211",1f3adf26-92eb-46e6-979b-db48e5094e8e,7,0.12246628370854763
007a0a5f,55b4d4d1-cb48-4c68-ad20-7c19ae2f02ec,52.57201649514696,13.38093897768672,"7749fd5b,7f02911a,8ddec45c,c006ce0b,c41ad292,ef2490c5,fca9b716",3794a23e-90f3-4da9-8d12-523d083d5c10,8,0.19017092665391963
007b8e0f,0dc554e0-67b8-4783-9964-24b704c6b581,52.47065970179678,13.447887996969293,"57831e44,afb17deb,b3da7ca1,ba5ef220,be2171c5,e513e22c",dd407499-7034-48ab-ab4a-99b9ada5c24d,7,0.13317930228697886
0085aa22,9cbbddb5-8dfb-41fb-a822-7978d51e348f,52.47188361668071,13.144553579267985,"0fbc775a,1baf8ac6,202f8fdd,2238e303,5cea07d9,5d88f60f,952f39ee,9c6be596,9fd6194a,a50ddade,aa123955,b653dbd3",cca6d9f2-bcd5-47bb-9620-e93f9caa1b30,13,0.2592013717388492
008c981a,fc722672-6412-41e4-879c-a685bf8c57bd,52.28327835591276,13.248902867146668,"33a79ef2,39609b2e,56a6102d,7093674e,72ed7728,7ac89b54,7cf9dd28,7ee8c294,81c4ddda,9558927e,9e422e28,b32500e4,ec229d41,ee670829",f4be0d3a-7284-4548-bf9e-8c6932e0e075,15,0.8878136432411536
008ff567,831fa77a-aded-4d76-a294-cdc39925d6af,52.43805511348911,13.432492511238666,"1c355fbe,3e05edd0,61ccaf4f,674d474e,6c99647a,ae498683,c434a3d1,cde661ac,d2609179,d62cdec6",583cfa7d-54c2-4811-9d4e-99002e277703,11,0.3018506648856747
009845e7,3ef332a5-609d-420a-aef8-d4db8e80ff59,52.40299083707355,13.074346866668549,"15ce86bd,56e1ea64,d7db3fff,f35ae021",36de2f43-16b0-45f3-9086-7b216d233dfa,5,0.20635322585103666
00984f9a,715be3ac-5d4d-4deb-ba16-2c76e9e8c9e2,52.628045398069446,13.358333218611634,"296b142f,2af67dbc,81203870,a30275bc,fb889642",3470a2ec-0870-4311-a93e-380a37514e7d,6,0.39063883587369347
009a0f6b,e5209cb5-3955-4248-b2ba-69b55ba2a76b,52.50752560649388,13.251793614683873,"1f30e442,208e03ee,295b85ef,4282a8a4,4ec2b54e,59a4e0a8,612f8999,dbf0c55b,f06b550f",0a5b50e4-bec7-4676-bbe5-b7e118325df1,10,0.0
009a427c,0c6f549d-7bfb-4d38-9a44-f71935b16f15,52.644292910903445,13.299011606144989,"025e337d,034e63f4,3c02d6e3,490212c1,5d077914,6f85c6e5,aa94d661,b04322ba,b3d63538,c7b6540a,c8db861f,e17a969a,e6349181,e977674a,fb557c62",7e5b7271-b559-49d7-bfa5-a65945eb6bb6,16,0.1575259929503504
009a8f93,752d4445-ed5e-44e7-866f-124430cbfed5,52.47688106131597,13.41957369158122,"29ac5e4d,6500392c,71ed8c3d,74b2be7a,8ff9f32f,ad19a0e1,cd50940c,f5ec9680,fdd89075,ff5c9e39",ae46edac-5764-426f-ae22-9d958d85770b,11,0.05305559843082143
009adf0f,93def6ca-3190-402a-9e90-648510701abf,52.47932135020905,13.355049840068038,"314996e5,36b2d09e,6b692b37,757100d8,8a4f2e13",a5172c71-a1ba-4736-99da-b4930f117d01,6,0.3731473390966647
009bdef2,fff7caa9-76d6-4339-bac9-b9f368af7684,52.55455346173561,13.436260909773,"1c8422ab,2b6b5a76,c495eb38,ea5d0467",6e62ca5f-71c2-44b7-ba1b-212c21bd6e27,5,0.0
00aa4412,7ef42566-5665-4263-8382-05f9eeec960b,52.50667262205361,13.299714797588114,"12b3f872,1e92f914,514630d8,6673ba72,84aed1de,a49e1d23,ad796546,c1e42e3c,c6bb3842,cb79b08b,e05106ef,e0ae7189",784bea01-58f8-4c52-9b71-321892507c3e,13,0.0
00abec00,a2ad8241-7ea8-4c5c-ba7d-509807a678c1,52.24614014383586,13.946528058789184,"43575371,55a51ca6,840cac02,9522159b,c8a47cb0,ef47efb3",d406e030-cf8b-40a6-9250-dcb0a383fcb7,7,0.9510327052284827
00af83a4,98dbf229-b977-4d9c-8bae-21f4c2d499f1,52.52401487910953,13.415915067570367,"108e97d7,1485cac2,4641cf63,5272bd3b,54a3dc20,7ffd2549,9fba5ebe,a48f3481",68eaadd9-9475-4fd5-a1d5-d01b0ce1c6ac,9,0.0
00b3a5e7,107dbb9a-7539-42ac-af7e-1ea36f13e72d,52.28992589942456,13.021166004663232,"2f92b634,3641721e,441de66f,52366748,5b231e2f,5b43e6c5,6ba90d00,a1b203a6,abd2c33c,c0817703,e54375fb,f393ef74",4255232a-1c27-4d11-8491-6a07b7a85571,13,1.3325094850615866
00b8012f,78971e33-06ef-479a-b752-47625be5a6ff,52.62796621550975,12.87026948737214,"21236a2e,3ab1a4a1,3e353de6,42cb4cfb,4d5d5547,70726c59,8ac4e222,9dce7bb2,a4eeb7ec,bf712272,f533e9da",43001061-1f0d-4192-a0b6-3f37e17a3100,12,1.4797818135716776
00c6f7f7,c4673c5c-b68b-4622-92e2-a8adb8848fb5,52.53104229367529,13.428031037510475,"65e7bca7,6b620ea3,7f051440,95c6de71,dccb922a,ddd5889b",302fab3a-f262-405c-9b06-6f565d7dfa66,7,0.0
00c7c590,6686b998-9091-41b9-a645-b2a23d698205,52.44479936639829,13.763206063546098,"054c3603,078f530f,39ac50f0,45e509f4,48ab973f,988e1505,9eb6c89a,ce69b02b,d89c3976,fb076fb0,ff138ebc",1985c222-439d-4857-8ff4-8e0c0543b9c6,12,0.573157429333251
00d0d55d,48f3dfd7-b214-4ea0-af21-791e4d015013,52.34682773675877,13.080787646309426,"0f3ee996,2d81c654,551366a0,57e44462,5e50ee24,779e0808,8293eada,98c25476",aabc02ad-06a3-43d2-a720-4a442128b86b,9,0.5342008696039332
00d31395,98a53c98-442d-495c-ab19-c02a4c13ff86,52.30182086108347,13.612044362070264,"0bd2df23,0d261c23,0d81d6aa,3f8256c8,62b3c2b3,6482e5aa,6a16c36c,b3323164,c3a7efc5,cd417bd7,d0a05153,d34a6406,e65dd593,f9171c9a",2e52a4f3-ab22-41d4-8c7d-1a1449bf896a,15,1.0219555175519155
00d4b774,cb9e4754-3cd1-4752-8be5-43517334edac,52.63985085096067,13.2725076190958,"37586288,dba326c0,de3bfd6b,de6a5fe2",45b9f211-4e4e-4664-a0ca-5c0c114f65b5,5,0.0
00d70f77,dffee5c1-73bb-4052-aea8-ee3e1eed145b,52.404978756237774,13.681031127356068,"3ffef3aa,40e64ea4,6dcf6289,aa83a853,fc47640d",2812fbf4-5286-4406-8d03-05973fd91a8e,6,0.4353174329093673
00d7d0e9,b2a220bc-b2c9-41cf-8c2c-7c6f5c371530,52.38212799106267,13.288675198231108,"0af84de4,2c5a2acd,319536db,52f6ff29,54d315c4,6b4be550,9457e8a6,9890ea8a,a0b4756c,a7f07264,b417da04,bda3de1c,e7381442,f6db86c3",97cf2453-8618-4dd7-857f-0b20acba6168,15,0.6427995922303145
00da41b7,acae56a9-faa7-4eaf-9f17-09aa3a9fc466,52.4801155217592,13.366230207357464,"087ab96e,102374eb,21827c79,26b4d337,29971209,46e6ad53,4874f930,4d0f6ebd,4e0db520,7152fc2f,a0de83ca,a514e2ff,c332cac1,c695629b,dc13934c",84671341-7433-4879-a443-d0db6ea415a6,16,0.05532113742537229
00e1bcd2,2525c10c-025e-4905-89e8-7ce0dd0fba24,52.51681859619368,13.475443280903866,"241e63a1,28b424a6,4506ef6c,82a50452,a4cd1265,a7a846f9",4af06bd0-5f7e-408f-962b-436c5345d8b2,7,0.0
00f34ad2,fdb4f0a6-fee7-4c3a-bfa8-36e650dd5ed3,52.4897951498107,13.173841621730524,"3a94b950,62d5967a,6fd9c33c,7c906dd9,90e1c573,a365bb2c,bf82233d,e965c483,fa0f909c",3b268a51-e492-485c-9af5-9570eedde924,10,0.3127884591949263
00f48d9e,81ef4951-d586-4a4d-8ff4-9f24ce6b78c2,52.440113560722985,13.17079175429858,"048548c3,3d482dc5,586f4401,5c8c644a,668b32ad,c1cb86a9,dde219ee,e49fa446,f07f1046",21ed8815-3b3b-473f-bace-685c15ae1f43,10,0.28815366090978867
00f5e218,962b87c2-907d-4ff0-8cdf-bdfb185dd6b1,52.74646447837949,13.230272838664227,"1aa0775f,1b6718bc,5a013521,5f3b56c7,707685e0,8fdfa6a7,906b72c3,953d9fda,99acc254,b73da78d,d3d0476d,d7ee92fe,e696dd2d,fa102255",fa67d5f4-9259-44f1-909a-962a184c8661,15,0.5269745675576887
00fa4405,6d2befaf-26a7-4f5a-aa47-893efe6d5bc8,52.35544428523651,13.611554848461807,"308dec39,3828aa0d,43ac6225,45b33d38,475e409c,4b34a1a3,5815308f,81d9a9d4,9d5dfe21,a73c387a,aff60655,f18acc0a",1a2315fd-6c42-42e5-a832-a9ff2ae35b15,13,0.19846096433856292
01077b40,7e7b70b5-cb1f-4004-ba43-8419334b4fee,52.6243446169676,13.2347266773586,"050ca805,1d1be5de,99dbd3c7,c88ffe17,e53a6809,f52fcac0,fddd73c5",74fc0899-394e-4eca-ae9b-ad14695621ee,8,0.0
01121ad9,a3f1d95d-061b-4213-849e-9152e47da045,52.53903364234552,13.407038986165489,"6424e617,8d07b92b,aff52cd2,f6d79751",a68db364-afd6-4bbf-97f6-b556e37b83ef,5,0.21613406231409316
011d77dc,48f1986f-3cbe-436d-8fb3-c1990b309a0b,52.47523244337182,13.353357527342602,"0d80dd6c,1c920323,244ad7ba,5ce787f4,b97e14e5,fd543e64",00474cd1-6307-40eb-9b75-94a17cfff9c5,7,0.05464260736149641
01271a74,684341cb-f833-42bd-9aea-53f9af8bcb0c,52.67425989763286,13.612850867544669,"1c417dd0,20d2d88b,2bfa4d95,49ac67cd,66760f8d,940dd8e2,9ab2f5c7,9b86d73c,bd6d430d,c6e810cb,e1c636c9,e69ae34f,ed7f3df6",5cf439f3-4756-488c-a84c-9a62f4b5aca6,14,0.18042818439112882
012923ed,e2d98516-f089-4b15-ad45-966020290b45,52.596493414096265,13.430360858405068,"11905133,1c8d66d9,2c15dc23,300834e7,30ad1809,4cb689b7,54504eac,c92f38f2,d4930f13",4453513b-5b23-4192-a433-2e5f0ed5fb7c,10,0.6536397457615144
012d3bf0,58b7bf0f-c6d5-491a-a798-e144d614dc44,52.54073216983966,13.419452844714042,"65d26865,9096c959,cfa485f7,f76d47b0,f813b515",7ea7e7f2-201c-4783-b108-051cfd82ec8d,6,0.12621177855220633
012e8227,7a8991f3-c8f4-47a1-a3a5-693cfe6dc765,52.513167124429394,13.463792666855404,"094d10e7,53f65c7f,6465449f,7a99cb61,8998de85,9fc683e9,abbe15ca,b8c390e3,d5849f53,e5c661b4,f1a884d6",da720874-483f-4d19-b515-28a997017372,12,0.05302986431354173
012fec01,d147b75f-6357-4337-8d32-0c29566eedcd,52.52434953566644,13.379136671358076,"c40f57dc,d92f0ff5,dd778478,e678f957",cd76966c-f5e1-4741-8e96-4bfb37bb1b6b,5,0.3098431668761509
013f3b5f,cae11527-83da-4b5b-b5df-ceaa7387524b,52.396245869486734,12.990985928733654,"25940aaf,385d6bbc,5d7ce086,bf4fc86f,ea9efe6c,f7ce8b3c",1fd588f4-e22b-4f82-b8ae-ea529c0d66cd,7,0.0
013ff296,f2fbe5d2-a096-4aae-936e-bbc29dec49c9,52.312993869732864,13.71423367959212,"05f91eb5,074eba34,415f369f,61c4f0fc,7cce75d0,7d9f35ef,86ec1adb,98bb9c85,b187f4b7,befa5357,ca310b20,f72be546",d2d938a4-ef18-481e-b044-af1aad4474ef,13,0.6082144294004066
015603d3,47c1e445-b0a2-49c7-bacc-c95e1151f36f,52.395704546201024,13.317604931931504,"25befdce,374ce629,782c2246,d0d03c10,e798a7a0",545dcb82-e5bd-43a2-bf94-968162168198,6,1.16863671259134
015957be,ca213935-f39c-4493-8443-016a763dd8c2,52.38590253599018,13.631247569921578,"1f46fb96,25c8ec46,47efafb9,61a825ca,91aa33c9,9bc5f36d,9e055178,bd4fd98f,e05755a1,fc0a2105",b78fc16c-79ee-44c8-96c1-4d264d95bbde,11,1.0975292281425437
015d0cf0,2ed15fe9-63d3-4ba5-ba1d-8ac7ad7931f8,52.47120217167582,13.524012955200476,"097b853d,1578c49e,5729bb04,78229589,81df18c0,b3251ded,d9438cca,fbb5c97b",90a95fdd-8259-4778-8c73-b1ec9de59f20,9,0.3829176136034729
016be4c6,6e9c2bd0-f034-482d-be08-4132967c29d6,52.37395495143432,13.391223273011128,"14ab7d64,2863b853,4d5f9c8d,5589d918,83847e8e,8724da9a,d9d5936f,e4d2d6ef,e6f64fc2,eaf82a86,f9dbef3a,fa2042dd,fb39e78e",9e664580-db6b-4088-bea3-57380283566d,14,0.28128727921509206
016be6a2,cc03427c-c0f3-41f6-96ac-fc3bbc5a883b,52.4609404690959,13.363847510323202,"719c8a72,764fbd64,a002aad5,a21087be,e3f33300,ee910534",717ad966-b11c-4c23-afb4-465e09510937,7,0.038715089633953946
016e1a53,189313fc-6cd5-4fb1-b9f2-28b505063933,52.556906785347024,13.58200923906439,"07a9623e,10c441f3,3aa27402,70a79351,f81a45a4,fcc2b7e5",6b3655c5-92fd-4056-b945-934834e37298,7,0.26656851621139976
016fddee,37189d2a-d900-49a3-adfb-7fb975b74bca,52.45010734336154,13.561105858693605,"0fe0a515,28c4ec61,6c4fdd58,9434c37f",a7f8ccb4-ae74-4e01-9206-0fa239b6b558,5,0.06275038383147331
0174d827,eb87822d-f9e5-43b0-9cee-7b702479f2d6,52.427835073879805,13.039588399022817,"203a4730,410c379e,798deece,8824c685,a523a84e,cd1d4d72,fd86ca4c",f4e32f5f-4e7f-43d5-a1ac-ed96455d0798,8,0.3201069508280942
01779312,37d18edc-8fda-4850-a8a0-426ea13ff740,52.57323580896149,13.410145276302568,"1e29158c,2890e5f5,8c977e85,9991390a,a1939be7,bbd67b61,dc09bc91,f4907a79",9dbfd177-d980-43e1-8260-6eb97dc52532,9,0.24203047322882376
0180416f,db83bde7-90ca-4262-9afd-ea781bc083e1,52.492269396805504,13.4456630396888,"07326ae9,4b30b43b,947b8cf6,aea21f46,d242a23e,daee41f1,e8eb2a89",77edc603-e1b3-46dc-92e7-14b3a7c548cb,8,0.058888122379787446
018f19a2,9c9644cb-2f6f-44b1-bc42-76efc21f02db,52.40902385765908,13.112496803230846,"0ce9d1df,1644ec3b,1cc0f96d,1d2a978d,1fd7fc1d,1ff4c70b,21f2788c,7436d0ff,93a28cde,a46d065b,abbf1cf5,adbace0d,b0a584a2,b7e55dd2,c6957928,d00d04d8,df61b46f,f9d255e3",8338521f-0a28-41a3-892e-8a75aa6af9de,19,0.28035470889806335
019263d3,595ef7d0-e906-4b2b-a701-5c58c1b08c63,52.55121902974083,13.44015500680775,"12d0f12e,59f1a73d,799e9d1e,80048ac7,a781b1da,adeb7a8a,d1ea00b5",f704db3e-4cfd-4347-80a4-525eb3acd57b,8,0.16207759908787367
0193cdb2,d4343813-8173-42bf-b97e-21d4368c9af1,52.674959762182674,13.277221071309611,"07999c8f,17f8637e,677a28cb,6aa7643d,8c22ccb5,a145557d,bd4158b2,c4a9810d,e2fdb19d,fad3e3d5",7e9d93a1-dba1-4753-a1ac-254cf61f2fa0,11,0.9743966382181867
01a36915,71e29396-4a2d-4ab0-9855-c1e0bfb3d0df,52.66761699893331,13.573973780026853,"0534563b,151f5c28,2ab9de37,341b3674,4954fd12,4aba8dc9,a3d8faa4,b5e5d95d,bfa3aa98,c0c5fc80,dce1949c,e2ee7fe7,e80503ad,f75652ef",a85ed122-9f67-40e9-993c-7e965849a8ac,15,0.798232832825963
01ae7240,85cb3a30-490d-42f2-9e62-890fa2fedefc,52.47221490381837,13.563983715084513,"7f72ed6d,a3d93b08,bfbe2f4f,e86be3b4,f96fcd92",d8a86896-48c7-4d89-b9de-6b872ef01e80,6,0.248290561775046
01b43a31,2f239d94-efd9-4329-93e4-b9c0e49b627c,52.505235874200174,13.278393139164228,"7d302820,9d06df51,bc308e35,d5e598ff,e8d63594",d39ed228-098f-4c69-8bc7-207c58d1c07a,6,0.69868820591343
01d39bc7,34843ed2-5d79-4e57-ac6e-fd967d278c5e,52.464312432758895,13.334736468994931,"178cf015,3e17c3c5,3f31c7b6,469ba86c,56988611,59caeffa,95bfdf37,a1346b06,b6f0120a",1f11d74d-af8c-4be8-8a92-eaf877b18151,10,0.4899683556552044
01d3a2e5,bcad1fb1-d338-45f9-ba57-456c51abe405,52.52325300792627,13.36093151609444,"1fef2c90,43744034,61a585fb,89aa3381,9b0a0dfd,ba6e904e,bdcc8d93,c6a66d68,e704400b,fa2bb0cb,fc2fd2b9",f4e28192-4c9d-4aad-9065-ba9fa7afd4b9,12,0.0
01d4e0bf,8ec15387-4b77-4bb7-8593-c08a50088dce,52.42117426253966,13.465911987760192,"1433bf55,1e614472,257359ef,587aa777",c1c5299f-dfcb-49d7-af68-4b51e402d1df,5,0.5514424321444742
01e8ecf9,e257b1cb-1e09-4cfd-a252-24d7197502af,52.50227615412536,13.391194948925904,"092d3dcc,0f2f4622,19f0863d,1af76683,318277da,48584bec,53d5b7ff,61829bac,6d964860,af5e2820,b478bac4,d9f83ec3,de161e98,e18073eb,eef2da72,ef4dc31e",db1883b5-53b0-4a2e-9389-79ef2cf62bb9,17,0.25630660872710676
01f0147f,d5c70741-0d03-4792-b50b-571a924bad71,52.48748851647287,13.766454149230796,"168456c9,37bf2a21,414cfe46,51df9317,63a75dfc,785dfd8b,88e3626c,8d87de6b,95937d9e,9b0d3493,9c223408,cd4d9c58,d6a421c1,d8a58877,eaad4bc8",e94aae0a-6443-4d82-9dcf-bee50fa97162,16,0.2612054050702439
01fa300c,c7a51597-f046-4451-a878-22ad8befa630,52.48794192011516,13.325460425060117,"0d68edca,0ef879ca,39f0b030,3b3397fc,3dfcff25,3fe25fa5,61f78a44,68ece46d,6a99f56e,6ea18644,77267dd2,9b0c64fe,b7a9cd4c,d0ea649e,e349fe97,f6e4655b,f7281a5c",46c69e35-adff-41d7-8b08-ce4859913cef,18,0.2463992185121464
01fb802a,037a671a-62e4-4342-aa4e-51d19ac60d02,52.31650150000357,13.6268207158644,"0e504504,1fe12732,2499814d,3ecd9f98,47c9f583,50f09084,60af24af,658a14f2,96638450,a4c15c66,df99fffa,f5bf2310",89ecda19-1950-42c6-88e1-4e2baf1cbde5,13,1.1288250059945286
01fd29a5,9e264f3d-01b4-4cc1-8865-73be626f9ec8,52.479246245367726,13.474027676544512,"0ab0a46d,1ff9b55b,279b45b2,2d03d94e,649dd701,bce19295,c7b22fd2,ee309c57,f1a938a3,f4363e03",5d8dc4a5-5f7f-425e-b1e3-ac22741dea26,11,0.32918397173663083
0208b245,7a48245b-f684-41bf-a843-4f0b449e176d,52.5557193231726,13.344969565532695,"24e3da29,2aaf1b4a,7c164032,8de1c8ed,bf6fcdb0,d1550a82",33f15a10-3f81-497c-be6c-71cb555959b7,7,0.0
0208f230,bae1dd6d-94b3-4b23-a52c-ef5911117bc9,52.50089843437678,13.521984568104568,"11bad64a,748340b7,806adfe9,b2ab4dbb,baa364cc,c768105d,c9bcd576,d02749bf,df15a4b9",f783667d-48a6-4179-943f-26357465293b,10,0.21132633989948038
02158370,aa81d41d-0bc8-4c1a-a3f5-e08be052ab0c,52.45545399152727,13.45645215514019,"4238079f,51e101c3,783f85c2,7b47de99,d31cdf62,d7fccc96,f73c8947",694f40db-69ff-49e3-ad56-bd1c2379f11a,8,0.04857182765632246
021eb17d,927db2da-cd2b-4e8a-a64d-8a954b2e575e,52.584525207487424,13.58268436790509,"07a45126,2c0a48ac,55cf9c5b,6edab1d4,9e387961,bf092609,cc3c38e6,fc2e4958,ff0bd938",67182a4c-e68c-42f8-9e00-71c4c334b13f,10,0.4528234803362751
02252e22,269c2b66-0960-41d4-83dc-59b276ce4835,52.481615327666674,13.444366591519612,"62582985,8b262985,ba81b19e,d38e9c34,d74a0d0f",5732b433-4ff0-4e10-8baf-04ca398f8d77,6,0.041020261829601876
023a03d4,b23127c4-6010-4421-b78b-620f0093d682,52.53405616491848,13.495749320370608,"05d13e98,40f9eb7f,4eae7671,4f404a18,98a88b16,ee2630a8,f74f7a04",dd9e6867-ab8e-4954-ab2f-f69a31f50ab2,8,0.2485355141768104
023e0d46,f0025e0a-0452-4ea3-9d44-eb69a1e735de,52.45486903840986,13.33992269384433,"11626f34,13855446,471111f2,5f52d32c,5f84a269,82ed2aff,8712158b,887d07f6,d83c1583,dc406f19,e79820b4,fff46420",9d5ca106-c92e-49ca-ba0a-f6d72e8e7fce,13,0.32018884916786217
0243c458,3867cf0a-13f2-40f3-99d5-a5966cd2669e,52.446063993999005,13.459579910895378,"179461d6,3b48c355,46431b1a,55446509,5c8bf015,aadc3c78,cdccefa2",31652aad-fb0a-4fbe-bf32-44acb32ab9c8,8,0.3057507407772113
